district,schooldbn,name,neighborhood,address,coursepassrate,elaprof,mathprof,totalstudents,surveysafety,ellprograms,languageclasses,acceleratedclasses,electiveclasses,activities,accessibility,year
28.0,28Q680,Queens Gateway to Health Sciences Secondary School,Flushing Heights-Hillcrest,"160-20 Goethals Avenue, Queens NY 11432",,,,,,English as a New Language,Spanish,"Algebra I, Earth Science, Spanish",,"Affiliations: Queens Center Hospital, St. Johns ; Clubs: Scrabble, Music, Zumba, Robotics, Thespian ; Health & Wellness Program ; Male & Female Medical Mentoring Programs ; Medical Advisories ; Medical Speakers Bureau ; Pharmacy Club ; Pre-Nursing Club",Accessible,2018
28.0,28Q896,"The Young Women's Leadership School, Queens",Briarwood-Jamaica Hills,"150-91 87th Road, Queens NY 11432",,,,,,English as a New Language,"French, Spanish","Algebra I, Earth Science",,Anime ; B-Girls ; Black Girl Magic ; Cheerleading ; Debate Team ; Drop Everything & Read Club ; FEMCHO ; High School Math Club ; High School Track ; Junior Honor Society ; Middle School Math Club ; Middle School Track ; Muslim Student Association ; National Honor Society ; Queens Community House ; STEP Tigers ; Student Government ; Technology Club ; Tigerettes Dance Team ; Volleyball,Accessible,2018
30.0,30Q235,Academy for New Americans (I.S. 235),Astoria,"30-14 30th Street, Queens NY 11102",,,,149.0,,"English as a New Language, Transitional Bilingual Education: Spanish",Spanish,,"Extended Eighth Grade Science Program, Extended English as a Second Language Program, Extended Mathematics Program, Extended Reading Program",Arts and Crafts ; Dance ; Drama ; Guitar ; Music ; Yearbook,,2018
12.0,12X341,Accion Academy,East Tremont,"977 Fox Street, Bronx NY 10459",96.0,30.0,9.0,151,92.0,English as a New Language,,,"NYC Specialized High School Preparatory Course, Spanish, Writing Workshop Course","Boys Leadership; Chess; Comic Book Illustration; Cooking Club; Drama Clubs; Girls Leadership; Keyboarding Club; PHIPPS-Writing; Program Partners: New York Ballet Theater, Repertotrio Español, NY Tennis League, Good Shepherd Services; Robotics; Service Learning; Student Congress; United Nations Jr. Ambassadors; Yoga",Not Accessible,2019
5.0,05M046,P.S./M.S. 46-The Arthur Tappan School,Central Harlem,"2987 Frederick Douglass Boulevard, Manhattan NY 10039",82.0,15.0,2.0,661,82.0,English as a New Language,Spanish,,,"K-5 Afterschool, Tuesday-Friday 6-8 Afterschool, Monday-Friday 8th Grade: Overnight Trip to Washington, DC; Graduation MS Trips Partnerships: Sports and Arts; Urban Advantage; HBO",Not Accessible,2019
5.0,05M123,P.S. 123 Mahalia Jackson,Central Harlem,"301 West 140th Street, Manhattan NY 10030",86.0,20.0,5.0,479,69.0,English as a New Language,,,"Art Enrichment, Chess, Coding, English as a New Language, Extended Day Small Group Instruction, Music, Ogilvy One Career Readiness Program, Urban Advantage Science Program, Visual Arts",Accelerated Reader Program; Achievement Mentoring Program; Art and Design; Career Explorations; Chess; Chorus; College Campus Tours; Creative Arts Team; Graham Windham Beacon Program; Technology; Theater and Improvisation Program; YMCA After-School Program,Not Accessible,2019
5.0,05M129,P.S. 129 John H. Finley,Manhattanville,"425 West 130th Street, Manhattan NY 10027",93.0,16.0,8.0,435,63.0,"English as a New Language, Transitional Bilingual Education: Spanish",,"Algebra I, Living Environment","Gifted and Talented Classes, Regents Classes","Accelerated Reading Program, Advanced Math and Science, Chorus, City College In Arms Reach Program; Columbia University Heights to Heights Program; Cooking; Debate Team; Finley Helping Hands; Girls Club; Peer Mediation; Performing Arts; Radio Club; Sewing; STEM; Technology; Video and Photography; Vocal Music; YES Program",Not Accessible,2019
5.0,05M148,Eagle Academy for Young Men of Harlem,Central Harlem North,"6 Edgecombe Avenue, Manhattan NY 10030",77.0,11.0,6.0,318,78.0,English as a New Language,,"Algebra I, Living Environment","Advisory, Art, Introduction to Typing, Math Lab, Virtual Enterprise (Business & Entrepreneurship Class)",Art; Bridge Gold Foundation; Chess; Coding; Debate; Drumline; Eagle Travel Abroad Program; Eagle X Fitness Training; Fordham STEP; Harlem Educational Activities Fund; Mentoring; School Newspaper; STEM Pilot Club; Step; Student Government; Tech Squad and Robotics,Not Accessible,2019
5.0,05M161,P.S. 161 Pedro Albizu Campos,Manhattanville,"499 West 133rd Street, Manhattan NY 10027",82.0,23.0,18.0,838,83.0,"English as a New Language, Dual Language: Spanish",,Algebra I,"Art, Awareness and Discussion of Teen Issues, Debate, Drama, Film Discussion, Gaming, Philosophy, Photography, Sports, Technology",Arts; Blueprint School For the Arts; Chess; Choir; Debate; National Dance Institute; Technology; YES and HEAF Program for Advanced Learners,Not Accessible,2019
5.0,05M286,Urban Assembly Academy for Future Leaders,Manhattanville,"509 West 129th Street, Manhattan NY 10027",77.0,17.0,4.0,169,78.0,English as a New Language,Spanish,,"College 101, Computer Coding, Foreign Language Lab, Global Scholarship, LEGO Robotics, Media and Technology Studies, Regents Algebra, STEAM Education Electives, Wood Shop, Visual Arts",Advisory; Cartooning and Fashion Design; Chess; Dance; Drama; Engineering and Business; Fine Arts: Sketching; Music Theory; Performing Arts; Photography; Production; Robotics; Sculpting; Step; Video Game Animation,Not Accessible,2019
5.0,05M362,Columbia Secondary School,Morningside Heights,"425 West 123rd Street, Manhattan NY 10027",95.0,85.0,85.0,702,91.0,English as a New Language,"Latin, Spanish","Algebra I, Earth Science, Geometry, US History","Art, Engineering, Latin, Philosophy, Physical Education, Spanish","Biking; Board Games Club; Creative Writing; Extended Day Program (Academic, Arts, and Sports Electives); Fashion Design; Field Trips; Knitting; Music Band; Neuroscience; Newspaper; Robotics; Student Government; Theater Performances; Tinker’s Workshop; Visual Arts",Partially Accessible,2019
5.0,05M499,Frederick Douglass Academy,Central Harlem North,"2581 7th Avenue, Manhattan NY 10039",91.0,19.0,9.0,1362,77.0,English as a New Language,French,,"Computer Programming: Gaming, JavaScript, Robotics, Web Design","Aviation; Chess; Debate; Field Trips; Hayden Math and Science Programs; Humanity Institute; Karate; Mediation; Mentoring; Mentoring In Medicine (MIM); Music, National Honor Society (NHS); National Junior Honor Society (NJHS); Peer Tutoring; Robotics; Sustainability",Partially Accessible,2019
5.0,05M514,New Design Middle School,Manhattanville,"625 West 133rd Street, Manhattan NY 10027",82.0,11.0,5.0,130,74.0,English as a New Language,Spanish,,"Access for All-College Tour, Design Class, Gym, Swimming",America Scores - Soccer; Basketball; Cheerleading; Dance Ensemble; Gym; Harlem Boys and Girls Club; Model UN; NFL Play 60 Fitness; Track and Field; YWCA - After-school program,Fully Accessible,2019
5.0,05M517,Teachers College Community School,Manhattanville,"168 Morningside Avenue, Manhattan NY 10027",,,,286,,English as a New Language,,,"Arts, Digital Literacy, Library, Music, Physical Education, Science Laboratory, Technology, others TBD according to student interest",Advisory; After-School Enrichment Program; Choir; Field Trips; Library; Orchestra; Robotics; Science Fair; Small Group Tutoring; Sports; Student Council; STEAM Programming; Technology,Not Accessible,2019
5.0,05M670,Thurgood Marshall Academy for Learning and Social Change,Central Harlem North,"200-214 West 135th Street, Manhattan NY 10030",83.0,29.0,9.0,547,83.0,English as a New Language,,Algebra I,"Expanded Learning Time Program, Mentoring Programs",Art; Chess; Coding; Fitness; Martial Arts; Step; Theater,Partially Accessible,2019
12.0,12X267,Bronx Latin,Longwood,"800 Home Street, Bronx NY 10456",96.0,25.0,17.0,579,94.0,English as a New Language,"French, Spanish","Algebra I, Living Environment","Advisory, Art, Language, Math Enrichment, Music, Technology",4H Club; After-School Homework Help and Academic Intervention; Art Club; Band; Crochet Club; Exit Projects; GSA; Music/Band; Newspaper Club; Outward Bound; Socratic Seminars; Spanish; Sports Club; Staff/Student Kickball Games; Staff/Student Basketball Games,Fully Accessible,2019
12.0,12X098,J.H.S. 098 Herman Ridder,Crotona Park East,"1619 Boston Road, Bronx NY 10460",86.0,13.0,12.0,240,65.0,"English as a New Language, Transitional Bilingual Education: Spanish",Spanish,,,After-School Academic Academy; Dance (After-School Program); Library and Technology (Day-School and After-School Program); Music (Day-School and After-School Program); Visual Arts (Day-School and After-School Program),Not Accessible,2019
25.0,25Q379,College Point Collaborative,College Point,"124-06 14th Avenue, Queens, NY 11356",,,,TBD,,English as a New Language,TBD based on student interest,"Algebra I, Living Environment",,TBD based on student interest,Not Accessible,2019
12.0,12X129,M.S. 129 Academy for Independent Learning & Leadership,East Tremont,"2055 Mapes Avenue, Bronx NY 10460",95.0,25.0,18.0,517,91.0,English as a New Language,Spanish,Algebra I,"Arts, Health, Music, Regents Living Environment, Regents Math Algebra I, Specialized High School Test Prep, Stock Market Game, Technology","Achieve 3000, AIS (Academic Intervention Services), Chorus, Dance, Drama, Guitar Ensemble, Guitar Lab, National Junior Honor Society, Project BOOST, Robotics, Rosetta Stone Language Development, Student Government, The Explorers Program (NYCPolice Department 48th Precinct), Yearbook Committee",Partially Accessible,2019
12.0,12X190,E.S.M.T – I.S. 190,Crotona Park East,"1550 Crotona Park East, Bronx NY 10460",90.0,26.0,18.0,241,87.0,English as a New Language,,"Algebra I, Global History, Living Environment","Music, Theater Arts, Visual Arts","Cheerleading Club; Eagle Volunteer Community Service; Educational Trips to Museums, Historical Places, and Colleges/Universities; Specialized High School Test Prep; Sports and Arts in Schools Foundation (SASF); Student Council; Student Light House Team; Urban Advantage; Year Book Club",Not Accessible,2019
12.0,12X211,P.S. 211,East Tremont,"1919 Prospect Avenue, Bronx NY 10457",86.0,19.0,20.0,598,83.0,"English as a New Language, Transitional Bilingual Education: Spanish",Spanish,Living Environment,"Art, Ballroom Dancing, LEAP Program for English as a New Language Students, Living Environment Regents Prep, Marching Band, NY Common Pantry Healthy Eating, Learn to Earn (L2E)","Award-Winning Dancing Classrooms Program; Creative Writing; ELL Academy; Encores! New York City Center Program’s Annual Museum & Theater Trips (NYC, New Jersey, and Massachusetts); Extended Day Program; Grow NYC ; New York Common Pantry; School Marching Band (including: Drum Line, Brass Section, and Baton Twirling); Spring Recess Program; Studio in a School; Technology; Trip to Plimoth Plantation for seventh graders and Holiday Hills for eighth grade graduates",Partially Accessible,2019
12.0,12X214,P.S. 214,Crotona Park East,"1970 West Farms Road, Bronx NY 10460",97.0,20.0,19.0,1078,75.0,English as a New Language,Spanish,"Algebra I, Living Environment","4Rs Advisory Class, Art Club, Band, Cookshop, Dance Arts, Drama Club, Healthy Living/Healthy Cooking, Knitting, Mentoring Program, Peer Mediator Program, Photography, Student Council, Step Team, Yearbook Club","Academic Olympics; Art Club; Boys to Men Support Group ; Dance; Each One Reach One Mentoring Program; Expanded Learning Program (Recreation, Remediation, and Homework Help); IDOL Talent Search Show and the Pi 5 NY Math Tournament; Inside Broadway Theater Group; Las Niñías; Music & Theater; Peer Mediation & Conflict Resolution; Spelling Bee Competitions; Student Action Committee; Unity Steppers",Partially Accessible,2019
12.0,12X217,School of Performing Arts,Hunts Point,"977 Fox Street, Bronx NY 10459",71.0,17.0,9.0,300,67.0,English as a New Language,Spanish,,"Chorus, Dance, Music, Renaissance Music Program","SISDA After school, holiday, and summer programs",Partially Accessible,2019
12.0,12X242,Mott Hall V,West Farms-Bronx River,"1551 East 172nd Street, Bronx NY 10472",90.0,23.0,10.0,682,92.0,English as a New Language,Spanish,"Algebra I, Living Environment, Spanish","Academic Intervention Services, Saturday Academy, Sixth Grade Summer Institute, Writing Class",College Bound Initiative (CBI); College Bound Program; Community Service Learning; Experiential Learning; iLearn; Music; Sports and Arts in Schools Foundation; Student Support Service; Year Book Club,Fully Accessible,2019
12.0,12X271,East Bronx Academy for the Future,Crotona Park East,"1716 Southern Boulevard, Bronx NY 10460",81.0,19.0,13.0,671,82.0,English as a New Language,,"Algebra I, Living Environment, US History","Advanced Dance, Honors English, Math, Science, Social Studies",Advisory; After-School Programs; College Now; Debate; Gaining Early Awareness and Readiness for Undergraduate Programs (GEAR UP); Mentoring; Peer Mediation & Conflict Resolution Training; Robotics; SoBRO,Fully Accessible,2019
12.0,12X273,Frederick Douglass Academy V. Middle School,East Tremont,"2111 Crotona Avenue, Bronx NY 10457",76.0,20.0,6.0,224,49.0,English as a New Language,Spanish,,"Advisory, Technology, Theater, Visual Arts","Art Club; Career Day; Community Service Projects: Penny Harvest and Food Pantry Volunteers; Cultural Assembly Celebrations; Dance; Family Fun Night; School Dances; Schwartz Science; Student Council; Talent Show; Trips: NYC Museums, Bronx Zoo, Liberty Science Center, Taconic Outdoor Education Center, Farms for City Kids, Washington, DC, Six Flags Great Adventure; Yearbook",Not Accessible,2019
12.0,12X286,Fannie Lou Hamer Middle School,Crotona Park East,"1001 Jennings Street, Bronx NY 10460",40.0,18.0,3.0,276,80.0,English as a New Language,,Living Environment,"Build a Business, Chorus Rocks!, Classic Car Models, Cooking, Film Club, Great Debaters, Hip Hop Hamilton, Latin Rhythms, Math Scene Investigators, Path to a 4 Math, Physical Education, Poetry in Motion, Studio Art, World Cultures, Young Runners",Cooking; Peer Leadership; Peer Mediators; Lunch Leaders; Student Ambassadors,Not Accessible,2019
12.0,12X316,Knowledge and Power Preparatory Academy III,East Tremont,"2055 Mapes Avenue, Bronx NY 10460",97.0,31.0,25.0,385,90.0,English as a New Language,Spanish,Algebra I,"College & Career Readiness, Writing Workshops",Billion Oyster Project; Bronx County Historical Society; Lehman College Art Program; The New York Junior Tennis League; Theater ; Thurgood Marshall Junior Mock Trial; Urban Advantage Science Program,Partially Accessible,2019
12.0,12X318,"I.S. 318 The School of Mathematics, Science & Technology through the Arts",East Tremont,"1919 Prospect Avenue, Bronx NY 10457",95.0,21.0,10.0,256,75.0,English as a New Language,Latin,"Algebra I, Living Environment","Advisory, Digital Design, Music, Spanish",Student Yearbook; Chess; Student Government; Debate Club; Science Club; Chorus,Partially Accessible,2019
12.0,12X383,Emolior Academy,Crotona Park East,"1970 West Farms Road, Bronx NY 10460",75.0,25.0,14.0,259,78.0,English as a New Language,Spanish,"Algebra I, Living Environment","I-ready Math and ELA; Rosetta Stone Language Learning Program (independent study courses): French, Italian, and Mandarin; Music, Specialized High School Prep, TenMarks Math",Advisory; Chess; College Tours; Community Service; Computer Programming; Dance; Debate Team; DJ Program; EA Flyers Running Club; Game Design; Living Environment and Algebra I Regents Prep; Music Club; Peer Mediation; Photography; Robotics; School Newsletter; SoBRO After-School Program; Specialized High School Prep Program; Step Club; Student Council; Yearbook Club,Partially Accessible,2019
